[[0.6037418842315674], [0.4552527666091919], [0.1009833812713623], [0.7584757804870605]]
[[0.6026227474212646], [0.4541376829147339], [0.09986722469329834], [0.7573566436767578]]
[[0.6020886898040771], [0.4536036252975464], [0.09933412075042725], [0.7568225860595703]]
[[0.6017576456069946], [0.45327258110046387], [0.09900442510843277], [0.7564915418624878]]
[[0.6016594171524048], [0.453174352645874], [0.09890822321176529], [0.756393313407898]]
[[0.6016051173210144], [0.4531159996986389], [0.09885088354349136], [0.7563390135765076]]
[[0.6015880703926086], [0.45309895277023315], [0.09883388131856918], [0.7563219666481018]]
[[0.6015804409980774], [0.4530877470970154], [0.09882446378469467], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.09882160276174545], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
[[0.6015804409980774], [0.4530877470970154], [0.0988195613026619], [0.7563143372535706]]
