[[1.025115728378296], [0.41153204441070557], [0.7588422298431396], [0.9679050445556641]]
[[0.6511580944061279], [-0.4005524218082428], [-0.6464003324508667], [0.30647599697113037]]
[[0.7586496472358704], [-0.40645167231559753], [-0.7547001242637634], [0.3639605641365051]]
[[0.7793532013893127], [-0.4083248972892761], [-0.7837979197502136], [0.370637983083725]]
[[0.7970402836799622], [-0.39613544940948486], [-0.7772305607795715], [0.38162586092948914]]
[[0.7950466871261597], [-0.39864012598991394], [-0.7783806324005127], [0.3802739381790161]]
[[0.7953519821166992], [-0.3985048830509186], [-0.7785216569900513], [0.38027703762054443]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
[[0.7953444719314575], [-0.39854326844215393], [-0.7785813808441162], [0.3802280128002167]]
