[[0.03697216510772705], [0.736857533454895], [0.8540726900100708], [0.4965856075286865]]
[[0.49698594212532043], [0.1895027756690979], [-0.7379312515258789], [-0.06292670220136642]]
[[0.7916201949119568], [0.01510774064809084], [-0.9159871935844421], [0.08850133419036865]]
[[0.7685244083404541], [-0.11384182423353195], [-0.8110390901565552], [0.21618525683879852]]
[[0.77076256275177], [-0.15011198818683624], [-0.8365923762321472], [0.19730105996131897]]
[[0.766319215297699], [-0.16530516743659973], [-0.8253419399261475], [0.20464357733726501]]
[[0.7655743956565857], [-0.16692043840885162], [-0.8244548439979553], [0.20847809314727783]]
[[0.7647424340248108], [-0.16833919286727905], [-0.8246325254440308], [0.2086407095193863]]
[[0.7647603750228882], [-0.16835340857505798], [-0.8243566751480103], [0.2089223712682724]]
[[0.7648079991340637], [-0.16835416853427887], [-0.8242005109786987], [0.20909710228443146]]
[[0.7647883296012878], [-0.16837704181671143], [-0.8241850733757019], [0.20910219848155975]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
[[0.7647883296012878], [-0.16839204728603363], [-0.8241850733757019], [0.20910270512104034]]
