[[-0.9125462174415588], [0.87830650806427], [-1.049638271331787], [0.5229249000549316]]
[[-0.9274857640266418], [0.8349130749702454], [-1.0737888813018799], [0.49257978796958923]]
[[-0.9288615584373474], [0.8211232423782349], [-1.084132432937622], [0.4786721169948578]]
[[-0.9271904230117798], [0.8189870119094849], [-1.0849553346633911], [0.47681528329849243]]
[[-0.9268050789833069], [0.817826509475708], [-1.0857146978378296], [0.4756593704223633]]
[[-0.9269227981567383], [0.8172450065612793], [-1.0861235857009888], [0.4751284718513489]]
[[-0.9268365502357483], [0.8171626329421997], [-1.0861546993255615], [0.4750400185585022]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.4750022292137146]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
[[-0.9268151521682739], [0.8171281814575195], [-1.0861835479736328], [0.47499123215675354]]
