[[-1.09071946144104], [0.22867310047149658], [-0.001991748809814453], [0.722916841506958]]
[[-0.27350878715515137], [0.09425698965787888], [-0.47071000933647156], [0.4197136163711548]]
[[0.2596335709095001], [0.019672997295856476], [-0.6369150876998901], [0.29719769954681396]]
[[0.41606804728507996], [-0.057470474392175674], [-0.7946265339851379], [0.3040942847728729]]
[[0.4744913578033447], [-0.0875089019536972], [-0.8102256059646606], [0.3522559702396393]]
[[0.5356606245040894], [-0.0824735015630722], [-0.8010144233703613], [0.3472757637500763]]
[[0.5365186929702759], [-0.0908861979842186], [-0.8068101406097412], [0.3356640934944153]]
[[0.5367417335510254], [-0.09601885080337524], [-0.8101339340209961], [0.33287087082862854]]
[[0.5352141261100769], [-0.09932469576597214], [-0.8129966855049133], [0.33044373989105225]]
[[0.5360808968544006], [-0.10148762166500092], [-0.8135759830474854], [0.33003246784210205]]
[[0.5369213223457336], [-0.10100370645523071], [-0.8129900693893433], [0.33061161637306213]]
[[0.5364516377449036], [-0.10159260034561157], [-0.8135124444961548], [0.33015012741088867]]
[[0.5364187955856323], [-0.1017000675201416], [-0.813686192035675], [0.3300272524356842]]
[[0.5365155935287476], [-0.10164811462163925], [-0.8137060403823853], [0.330061674118042]]
[[0.536561906337738], [-0.10163124650716782], [-0.8136710524559021], [0.33007755875587463]]
[[0.536561906337738], [-0.10162068158388138], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161799192428589], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
[[0.536561906337738], [-0.10161780565977097], [-0.8136710524559021], [0.3300933837890625]]
