[[0.9999570846557617], [0.1726149320602417], [0.7980293035507202], [0.3970494270324707]]
[[0.9939063787460327], [0.1665394902229309], [0.7919728755950928], [0.3909739851951599]]
[[0.9888103008270264], [0.1614266037940979], [0.7868695259094238], [0.38587063550949097]]
[[0.9831246137619019], [0.15576335787773132], [0.7811623811721802], [0.3802014887332916]]
[[0.9799786806106567], [0.1526174247264862], [0.7780164480209351], [0.3770555555820465]]
[[0.9766305685043335], [0.14922775328159332], [0.7746726870536804], [0.37366965413093567]]
[[0.9749139547348022], [0.14751113951206207], [0.7729560732841492], [0.3719530403614044]]
[[0.9729359745979309], [0.14553263783454895], [0.7709774971008301], [0.36997517943382263]]
[[0.9719060063362122], [0.14452174305915833], [0.7699475288391113], [0.368964284658432]]
[[0.9706894755363464], [0.14327429234981537], [0.7687307000160217], [0.3677283823490143]]
[[0.9701172709465027], [0.14267347753047943], [0.768158495426178], [0.3671180307865143]]
[[0.9694133400917053], [0.14196006953716278], [0.7674539685249329], [0.36641350388526917]]
[[0.9690691232681274], [0.14159677922725677], [0.767109751701355], [0.3660505414009094]]
[[0.9686476588249207], [0.1411847174167633], [0.7666882872581482], [0.3656482696533203]]
[[0.9684187769889832], [0.14097490906715393], [0.7664594054222107], [0.36543846130371094]]
[[0.9681898951530457], [0.14073675870895386], [0.7662305235862732], [0.3651905059814453]]
[[0.9680373072624207], [0.14061278104782104], [0.7660779356956482], [0.36507606506347656]]
[[0.9679228663444519], [0.1404697299003601], [0.7659637331962585], [0.364942729473114]]
[[0.967846691608429], [0.1403934359550476], [0.765887439250946], [0.3648664355278015]]
[[0.9677311778068542], [0.14030680060386658], [0.7657719254493713], [0.36478906869888306]]
[[0.9676550030708313], [0.1402687281370163], [0.7656956315040588], [0.36475104093551636]]
[[0.9676550030708313], [0.14021103084087372], [0.7656956315040588], [0.36469337344169617]]
[[0.9676550030708313], [0.14019112288951874], [0.7656956315040588], [0.36465349793434143]]
[[0.9676550030708313], [0.14016112685203552], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14014168083667755], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
[[0.9676550030708313], [0.14011113345623016], [0.7656956315040588], [0.3646153509616852]]
