[[0.8006120920181274], [0.007698416709899902], [1.0876023769378662], [0.9420733451843262]]
[[0.7096292972564697], [-0.08332576602697372], [0.9965276718139648], [0.8510415554046631]]
[[0.6868877410888672], [-0.10609213262796402], [0.9737861156463623], [0.8282999992370605]]
[[0.6829432249069214], [-0.10999370366334915], [0.9698425531387329], [0.8243564367294312]]
[[0.6823059916496277], [-0.11062883585691452], [0.9692051410675049], [0.8237190246582031]]
[[0.6822318434715271], [-0.11073578149080276], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
[[0.6822318434715271], [-0.11075224727392197], [0.9691311120986938], [0.8236448764801025]]
