[[0.3119128942489624], [0.5145494937896729], [0.9055047035217285], [0.32037806510925293]]
[[0.31057608127593994], [0.5132126808166504], [0.904167890548706], [0.31904125213623047]]
[[0.3099076747894287], [0.5125442743301392], [0.9034994840621948], [0.31837284564971924]]
[[0.30956727266311646], [0.5122025609016418], [0.9031577706336975], [0.3180311322212219]]
[[0.30940017104148865], [0.5120434165000916], [0.9029986262321472], [0.3178640305995941]]
[[0.3092849850654602], [0.5119202733039856], [0.9028754830360413], [0.3177488446235657]]
[[0.30926111340522766], [0.5119043588638306], [0.9028595685958862], [0.31772497296333313]]
[[0.3092528283596039], [0.511887788772583], [0.9028429985046387], [0.31771668791770935]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
[[0.30924487113952637], [0.511887788772583], [0.9028429985046387], [0.31770873069763184]]
