[[1.0], [1.0], [1.0], [1.0]]
[[0.853051483631134], [-0.5223143696784973], [-0.8941431045532227], [0.526509165763855]]
[[1.153985619544983], [-0.6480111479759216], [-1.1329680681228638], [0.6126233339309692]]
[[1.0803543329238892], [-0.7075937986373901], [-1.0726672410964966], [0.6871747970581055]]
[[1.0994905233383179], [-0.6890029311180115], [-1.0480084419250488], [0.7040533423423767]]
[[1.0956275463104248], [-0.6930847764015198], [-1.0525743961334229], [0.6998507380485535]]
[[1.0955182313919067], [-0.6932204365730286], [-1.0527831315994263], [0.6996042728424072]]
[[1.0955182313919067], [-0.6932204365730286], [-1.0527831315994263], [0.6996042728424072]]
[[1.0955182313919067], [-0.6932204365730286], [-1.0527831315994263], [0.6996042728424072]]
[[1.0955182313919067], [-0.6932204365730286], [-1.0527831315994263], [0.6996042728424072]]
[[1.0955182313919067], [-0.6932204365730286], [-1.0527831315994263], [0.6996042728424072]]
[[1.0955182313919067], [-0.6932204365730286], [-1.0527831315994263], [0.6996042728424072]]
[[1.0955182313919067], [-0.6932204365730286], [-1.0527831315994263], [0.6996042728424072]]
[[1.0955182313919067], [-0.6932204365730286], [-1.0527831315994263], [0.6996042728424072]]
[[1.0955182313919067], [-0.6932204365730286], [-1.0527831315994263], [0.6996042728424072]]
