[[1.0], [1.0], [1.0], [1.0]]
[[0.9669042229652405], [0.9669042229652405], [0.9669042229652405], [0.9669042229652405]]
[[0.9648135900497437], [0.9648135900497437], [0.9648135900497437], [0.9648135900497437]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
[[0.9647518992424011], [0.9647518992424011], [0.9647518992424011], [0.9647518992424011]]
