[[1.0], [1.0], [1.0], [1.0]]
[[1.1598583459854126], [-0.5357815027236938], [-0.8639037013053894], [0.3084615468978882]]
[[1.297082543373108], [-0.7323315739631653], [-1.3513387441635132], [0.740868091583252]]
[[1.1071473360061646], [-0.7443009614944458], [-1.1980996131896973], [0.7138799428939819]]
[[1.1293456554412842], [-0.6958910226821899], [-1.15626859664917], [0.7226664423942566]]
[[1.130910038948059], [-0.695816159248352], [-1.1550637483596802], [0.7249104976654053]]
[[1.1313503980636597], [-0.6955556273460388], [-1.1547454595565796], [0.7250285744667053]]
[[1.130730390548706], [-0.6961495280265808], [-1.1549663543701172], [0.724783182144165]]
[[1.1306555271148682], [-0.6962106227874756], [-1.154988408088684], [0.7247874140739441]]
[[1.1306555271148682], [-0.6962106227874756], [-1.154988408088684], [0.7247874140739441]]
[[1.1306555271148682], [-0.6962106227874756], [-1.154988408088684], [0.7247874140739441]]
[[1.1306555271148682], [-0.6962106227874756], [-1.154988408088684], [0.7247874140739441]]
[[1.1306555271148682], [-0.6962106227874756], [-1.154988408088684], [0.7247874140739441]]
[[1.1306555271148682], [-0.6962106227874756], [-1.154988408088684], [0.7247874140739441]]
[[1.1306555271148682], [-0.6962106227874756], [-1.154988408088684], [0.7247874140739441]]
[[1.1306555271148682], [-0.6962106227874756], [-1.154988408088684], [0.7247874140739441]]
[[1.1306555271148682], [-0.6962106227874756], [-1.154988408088684], [0.7247874140739441]]
