[[1.0], [1.0], [1.0], [1.0]]
[[0.24904388189315796], [-0.027356097474694252], [-0.36148154735565186], [-0.0125820841640234]]
[[0.2993716299533844], [0.010606087744235992], [-0.33560338616371155], [0.02827923558652401]]
[[0.3001846671104431], [0.01069431472569704], [-0.3361484408378601], [0.02838931605219841]]
[[0.3002406358718872], [0.010712170042097569], [-0.33610257506370544], [0.028453465551137924]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
[[0.3002406358718872], [0.010714065283536911], [-0.33610257506370544], [0.028456086292862892]]
