[[1.0], [1.0], [1.0], [1.0]]
[[0.9118208885192871], [0.9118208885192871], [0.9118208885192871], [0.9118208885192871]]
[[0.8882067203521729], [0.8882067203521729], [0.8882067203521729], [0.8882067203521729]]
[[0.8841863870620728], [0.8841863870620728], [0.8841863870620728], [0.8841863870620728]]
[[0.8835104703903198], [0.8835104703903198], [0.8835104703903198], [0.8835104703903198]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
[[0.8834246397018433], [0.8834246397018433], [0.8834246397018433], [0.8834246397018433]]
