[[1.0], [1.0], [1.0], [1.0]]
[[0.3899063766002655], [0.06176557019352913], [-0.5804387331008911], [0.1614319384098053]]
[[0.6240161061286926], [-0.12250694632530212], [-0.8653723001480103], [0.30110931396484375]]
[[0.6835054159164429], [-0.1435280442237854], [-0.9112400412559509], [0.35725146532058716]]
[[0.6873304843902588], [-0.1448550820350647], [-0.92436683177948], [0.3620987832546234]]
[[0.6994214653968811], [-0.14482969045639038], [-0.9155851602554321], [0.37139463424682617]]
[[0.6919577717781067], [-0.1531621217727661], [-0.9209297895431519], [0.3656851649284363]]
[[0.6936315298080444], [-0.15233972668647766], [-0.9191718101501465], [0.36733368039131165]]
[[0.6936115622520447], [-0.15264013409614563], [-0.9192958474159241], [0.36719846725463867]]
[[0.6936215162277222], [-0.15265212953090668], [-0.9192553162574768], [0.3672402501106262]]
[[0.6935939192771912], [-0.1526794731616974], [-0.9192875623703003], [0.36722517013549805]]
[[0.6935939192771912], [-0.15267229080200195], [-0.9192875623703003], [0.36722517013549805]]
[[0.6935939192771912], [-0.15267229080200195], [-0.9192875623703003], [0.36722517013549805]]
[[0.6935939192771912], [-0.15267229080200195], [-0.9192875623703003], [0.36722517013549805]]
[[0.6935939192771912], [-0.15267229080200195], [-0.9192875623703003], [0.36722517013549805]]
[[0.6935939192771912], [-0.15267229080200195], [-0.9192875623703003], [0.36722517013549805]]
[[0.6935939192771912], [-0.15267229080200195], [-0.9192875623703003], [0.36722517013549805]]
[[0.6935939192771912], [-0.15267229080200195], [-0.9192875623703003], [0.36722517013549805]]
[[0.6935939192771912], [-0.15267229080200195], [-0.9192875623703003], [0.36722517013549805]]
[[0.6935939192771912], [-0.15267229080200195], [-0.9192875623703003], [0.36722517013549805]]
[[0.6935939192771912], [-0.15267229080200195], [-0.9192875623703003], [0.36722517013549805]]
