[[1.0], [1.0], [1.0], [1.0]]
[[0.3340483009815216], [-0.024606380611658096], [-0.472474604845047], [0.18907508254051208]]
[[0.3666497468948364], [-0.1873043179512024], [-0.5009413361549377], [0.20933666825294495]]
[[0.4899219274520874], [-0.19251371920108795], [-0.4870668053627014], [0.26691779494285583]]
[[0.4795178174972534], [-0.21241658926010132], [-0.5198614001274109], [0.24150262773036957]]
[[0.4812363386154175], [-0.21246501803398132], [-0.5180663466453552], [0.24298405647277832]]
[[0.48141977190971375], [-0.21249999105930328], [-0.5180688500404358], [0.24299392104148865]]
[[0.4812188744544983], [-0.21280422806739807], [-0.5184488892555237], [0.24273669719696045]]
[[0.481225848197937], [-0.21279948949813843], [-0.5184488892555237], [0.24273881316184998]]
[[0.481225848197937], [-0.21279948949813843], [-0.5184488892555237], [0.24273881316184998]]
[[0.481225848197937], [-0.21279948949813843], [-0.5184488892555237], [0.24273881316184998]]
[[0.481225848197937], [-0.21279948949813843], [-0.5184488892555237], [0.24273881316184998]]
[[0.481225848197937], [-0.21279948949813843], [-0.5184488892555237], [0.24273881316184998]]
[[0.481225848197937], [-0.21279948949813843], [-0.5184488892555237], [0.24273881316184998]]
[[0.481225848197937], [-0.21279948949813843], [-0.5184488892555237], [0.24273881316184998]]
[[0.481225848197937], [-0.21279948949813843], [-0.5184488892555237], [0.24273881316184998]]
[[0.481225848197937], [-0.21279948949813843], [-0.5184488892555237], [0.24273881316184998]]
[[0.481225848197937], [-0.21279948949813843], [-0.5184488892555237], [0.24273881316184998]]
