[[1.0], [1.0], [1.0], [1.0]]
[[0.33939510583877563], [0.13352182507514954], [-0.6369274854660034], [0.13824543356895447]]
[[0.4457685649394989], [0.027350574731826782], [-0.6012490391731262], [0.1759907752275467]]
[[0.42297425866127014], [0.00635735085234046], [-0.630971372127533], [0.15744230151176453]]
[[0.43025392293930054], [0.00869158748537302], [-0.6251101493835449], [0.16469043493270874]]
[[0.4318055808544159], [0.009740490466356277], [-0.6241489052772522], [0.16600018739700317]]
[[0.43204399943351746], [0.009959010407328606], [-0.6239590644836426], [0.1662917286157608]]
[[0.4320686459541321], [0.009959389455616474], [-0.6239469051361084], [0.16631260514259338]]
[[0.43207669258117676], [0.009965036064386368], [-0.6239410042762756], [0.16632036864757538]]
[[0.43207815289497375], [0.00996583141386509], [-0.6239410042762756], [0.16632191836833954]]
[[0.43207815289497375], [0.009965963661670685], [-0.6239410042762756], [0.16632191836833954]]
[[0.43207815289497375], [0.009965992532670498], [-0.6239410042762756], [0.16632191836833954]]
[[0.43207815289497375], [0.009965992532670498], [-0.6239410042762756], [0.16632191836833954]]
[[0.43207815289497375], [0.009965992532670498], [-0.6239410042762756], [0.16632191836833954]]
[[0.43207815289497375], [0.009965992532670498], [-0.6239410042762756], [0.16632191836833954]]
[[0.43207815289497375], [0.009965992532670498], [-0.6239410042762756], [0.16632191836833954]]
[[0.43207815289497375], [0.009965992532670498], [-0.6239410042762756], [0.16632191836833954]]
[[0.43207815289497375], [0.009965992532670498], [-0.6239410042762756], [0.16632191836833954]]
[[0.43207815289497375], [0.009965992532670498], [-0.6239410042762756], [0.16632191836833954]]
[[0.43207815289497375], [0.009965992532670498], [-0.6239410042762756], [0.16632191836833954]]
[[0.43207815289497375], [0.009965992532670498], [-0.6239410042762756], [0.16632191836833954]]
