[[1.0], [1.0], [1.0], [1.0]]
[[0.9327388405799866], [0.9327388405799866], [0.9327388405799866], [0.9327388405799866]]
[[0.8993980884552002], [0.8993980884552002], [0.8993980884552002], [0.8993980884552002]]
[[0.8826879262924194], [0.8826879262924194], [0.8826879262924194], [0.8826879262924194]]
[[0.8741763830184937], [0.8741763830184937], [0.8741763830184937], [0.8741763830184937]]
[[0.8678922653198242], [0.8678922653198242], [0.8678922653198242], [0.8678922653198242]]
[[0.8667997121810913], [0.8667997121810913], [0.8667997121810913], [0.8667997121810913]]
[[0.8662427067756653], [0.8662427067756653], [0.8662427067756653], [0.8662427067756653]]
[[0.8659986257553101], [0.8659986257553101], [0.8659986257553101], [0.8659986257553101]]
[[0.8657599091529846], [0.8657599091529846], [0.8657599091529846], [0.8657599091529846]]
[[0.8657599091529846], [0.8657599091529846], [0.8657599091529846], [0.8657599091529846]]
[[0.8657599091529846], [0.8657599091529846], [0.8657599091529846], [0.8657599091529846]]
[[0.8657599091529846], [0.8657599091529846], [0.8657599091529846], [0.8657599091529846]]
[[0.8657599091529846], [0.8657599091529846], [0.8657599091529846], [0.8657599091529846]]
[[0.8657599091529846], [0.8657599091529846], [0.8657599091529846], [0.8657599091529846]]
[[0.8657599091529846], [0.8657599091529846], [0.8657599091529846], [0.8657599091529846]]
[[0.8657599091529846], [0.8657599091529846], [0.8657599091529846], [0.8657599091529846]]
[[0.8657599091529846], [0.8657599091529846], [0.8657599091529846], [0.8657599091529846]]
[[0.8657599091529846], [0.8657599091529846], [0.8657599091529846], [0.8657599091529846]]
[[0.8657599091529846], [0.8657599091529846], [0.8657599091529846], [0.8657599091529846]]
[[0.8657599091529846], [0.8657599091529846], [0.8657599091529846], [0.8657599091529846]]
