[[1.0], [1.0], [1.0], [1.0]]
[[0.43635493516921997], [-0.12208139896392822], [-0.3455001413822174], [-0.046921998262405396]]
[[0.449485719203949], [-0.06561862677335739], [-0.36177709698677063], [-0.01643410511314869]]
[[0.4523237943649292], [-0.06670179963111877], [-0.37463444471359253], [-0.022806858643889427]]
[[0.451778382062912], [-0.06747374683618546], [-0.3751488924026489], [-0.02326730266213417]]
[[0.4518193304538727], [-0.06745897233486176], [-0.3751363456249237], [-0.023208627477288246]]
[[0.4518168866634369], [-0.0674627497792244], [-0.37514424324035645], [-0.02321227453649044]]
[[0.4518168866634369], [-0.0674627497792244], [-0.37514424324035645], [-0.023212337866425514]]
[[0.4518168866634369], [-0.0674627497792244], [-0.37514424324035645], [-0.023212337866425514]]
[[0.4518168866634369], [-0.0674627497792244], [-0.37514424324035645], [-0.023212337866425514]]
[[0.4518168866634369], [-0.0674627497792244], [-0.37514424324035645], [-0.023212337866425514]]
[[0.4518168866634369], [-0.0674627497792244], [-0.37514424324035645], [-0.023212337866425514]]
[[0.4518168866634369], [-0.0674627497792244], [-0.37514424324035645], [-0.023212337866425514]]
[[0.4518168866634369], [-0.0674627497792244], [-0.37514424324035645], [-0.023212337866425514]]
[[0.4518168866634369], [-0.0674627497792244], [-0.37514424324035645], [-0.023212337866425514]]
[[0.4518168866634369], [-0.0674627497792244], [-0.37514424324035645], [-0.023212337866425514]]
[[0.4518168866634369], [-0.0674627497792244], [-0.37514424324035645], [-0.023212337866425514]]
[[0.4518168866634369], [-0.0674627497792244], [-0.37514424324035645], [-0.023212337866425514]]
[[0.4518168866634369], [-0.0674627497792244], [-0.37514424324035645], [-0.023212337866425514]]
[[0.4518168866634369], [-0.0674627497792244], [-0.37514424324035645], [-0.023212337866425514]]
[[0.4518168866634369], [-0.0674627497792244], [-0.37514424324035645], [-0.023212337866425514]]
