[[1.0], [1.0], [1.0], [1.0]]
[[0.4408217668533325], [0.0013139103539288044], [-0.33652088046073914], [-0.008666087873280048]]
[[0.4643608331680298], [-0.035039905458688736], [-0.42260807752609253], [-0.038895133882761]]
[[0.46919703483581543], [-0.03445104509592056], [-0.4197077751159668], [-0.031289055943489075]]
[[0.46891728043556213], [-0.034625403583049774], [-0.4193844795227051], [-0.03075248748064041]]
[[0.4689415395259857], [-0.03461342677474022], [-0.4194161295890808], [-0.03074391931295395]]
[[0.4689415395259857], [-0.03462029621005058], [-0.4194161295890808], [-0.030749332159757614]]
[[0.4689415395259857], [-0.03462029621005058], [-0.4194161295890808], [-0.030749332159757614]]
[[0.4689415395259857], [-0.03462029621005058], [-0.4194161295890808], [-0.030749332159757614]]
[[0.4689415395259857], [-0.03462029621005058], [-0.4194161295890808], [-0.030749332159757614]]
[[0.4689415395259857], [-0.03462029621005058], [-0.4194161295890808], [-0.030749332159757614]]
[[0.4689415395259857], [-0.03462029621005058], [-0.4194161295890808], [-0.030749332159757614]]
[[0.4689415395259857], [-0.03462029621005058], [-0.4194161295890808], [-0.030749332159757614]]
[[0.4689415395259857], [-0.03462029621005058], [-0.4194161295890808], [-0.030749332159757614]]
[[0.4689415395259857], [-0.03462029621005058], [-0.4194161295890808], [-0.030749332159757614]]
[[0.4689415395259857], [-0.03462029621005058], [-0.4194161295890808], [-0.030749332159757614]]
[[0.4689415395259857], [-0.03462029621005058], [-0.4194161295890808], [-0.030749332159757614]]
[[0.4689415395259857], [-0.03462029621005058], [-0.4194161295890808], [-0.030749332159757614]]
[[0.4689415395259857], [-0.03462029621005058], [-0.4194161295890808], [-0.030749332159757614]]
[[0.4689415395259857], [-0.03462029621005058], [-0.4194161295890808], [-0.030749332159757614]]
[[0.4689415395259857], [-0.03462029621005058], [-0.4194161295890808], [-0.030749332159757614]]
