[[1.0], [1.0], [1.0], [1.0]]
[[0.39959490299224854], [-0.006875639781355858], [-0.3778638541698456], [0.03664429485797882]]
[[0.42447546124458313], [-0.0056603471748530865], [-0.393990695476532], [0.030567394569516182]]
[[0.4242061674594879], [-0.006362355779856443], [-0.395081490278244], [0.029915377497673035]]
[[0.42423316836357117], [-0.006356598809361458], [-0.3950960338115692], [0.029914310202002525]]
[[0.42423316836357117], [-0.006358141079545021], [-0.3950960338115692], [0.029913201928138733]]
[[0.42423316836357117], [-0.00635805306956172], [-0.3950960338115692], [0.029913201928138733]]
[[0.42423316836357117], [-0.00635805306956172], [-0.3950960338115692], [0.029913201928138733]]
[[0.42423316836357117], [-0.00635805306956172], [-0.3950960338115692], [0.029913201928138733]]
[[0.42423316836357117], [-0.00635805306956172], [-0.3950960338115692], [0.029913201928138733]]
[[0.42423316836357117], [-0.00635805306956172], [-0.3950960338115692], [0.029913201928138733]]
[[0.42423316836357117], [-0.00635805306956172], [-0.3950960338115692], [0.029913201928138733]]
[[0.42423316836357117], [-0.00635805306956172], [-0.3950960338115692], [0.029913201928138733]]
[[0.42423316836357117], [-0.00635805306956172], [-0.3950960338115692], [0.029913201928138733]]
[[0.42423316836357117], [-0.00635805306956172], [-0.3950960338115692], [0.029913201928138733]]
[[0.42423316836357117], [-0.00635805306956172], [-0.3950960338115692], [0.029913201928138733]]
[[0.42423316836357117], [-0.00635805306956172], [-0.3950960338115692], [0.029913201928138733]]
[[0.42423316836357117], [-0.00635805306956172], [-0.3950960338115692], [0.029913201928138733]]
[[0.42423316836357117], [-0.00635805306956172], [-0.3950960338115692], [0.029913201928138733]]
[[0.42423316836357117], [-0.00635805306956172], [-0.3950960338115692], [0.029913201928138733]]
[[0.42423316836357117], [-0.00635805306956172], [-0.3950960338115692], [0.029913201928138733]]
