[[1.0], [1.0], [1.0], [1.0]]
[[0.6377156972885132], [0.6376156806945801], [0.6376156806945801], [0.6376156806945801]]
[[0.5858238935470581], [0.585723876953125], [0.585723876953125], [0.5857266187667847]]
[[0.5818908214569092], [0.5817906856536865], [0.5817906856536865], [0.5817934274673462]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
[[0.5817090272903442], [0.5816088914871216], [0.5816088914871216], [0.5816116333007812]]
