[[1.0], [1.0], [1.0], [1.0]]
[[0.4808046817779541], [-0.08231086283922195], [-0.5149874091148376], [0.08639548718929291]]
[[0.5571399927139282], [-0.1549600511789322], [-0.5640540719032288], [0.19684554636478424]]
[[0.5599351525306702], [-0.19126291573047638], [-0.57256680727005], [0.1972074657678604]]
[[0.5554853677749634], [-0.197830930352211], [-0.5770705342292786], [0.1944015622138977]]
[[0.5542646050453186], [-0.19992588460445404], [-0.5793865919113159], [0.19308193027973175]]
[[0.553998589515686], [-0.20034806430339813], [-0.5799787044525146], [0.19258706271648407]]
[[0.5540030002593994], [-0.200386181473732], [-0.5799981951713562], [0.19256813824176788]]
[[0.5539928674697876], [-0.20040132105350494], [-0.5800201296806335], [0.19255143404006958]]
[[0.5539904236793518], [-0.2004060447216034], [-0.580024242401123], [0.19254647195339203]]
[[0.5539904236793518], [-0.2004060447216034], [-0.580024242401123], [0.19254647195339203]]
[[0.5539904236793518], [-0.2004060447216034], [-0.580024242401123], [0.19254647195339203]]
[[0.5539904236793518], [-0.2004060447216034], [-0.580024242401123], [0.19254647195339203]]
[[0.5539904236793518], [-0.2004060447216034], [-0.580024242401123], [0.19254647195339203]]
[[0.5539904236793518], [-0.2004060447216034], [-0.580024242401123], [0.19254647195339203]]
[[0.5539904236793518], [-0.2004060447216034], [-0.580024242401123], [0.19254647195339203]]
[[0.5539904236793518], [-0.2004060447216034], [-0.580024242401123], [0.19254647195339203]]
[[0.5539904236793518], [-0.2004060447216034], [-0.580024242401123], [0.19254647195339203]]
[[0.5539904236793518], [-0.2004060447216034], [-0.580024242401123], [0.19254647195339203]]
[[0.5539904236793518], [-0.2004060447216034], [-0.580024242401123], [0.19254647195339203]]
[[0.5539904236793518], [-0.2004060447216034], [-0.580024242401123], [0.19254647195339203]]
