[[1.0], [1.0], [1.0], [1.0]]
[[0.14845557510852814], [0.13046970963478088], [0.12689051032066345], [0.12798067927360535]]
[[0.0909939631819725], [0.03358102962374687], [0.007754348684102297], [0.03584920987486839]]
[[0.08680269867181778], [0.02740544266998768], [-0.0049748532474040985], [0.030459804460406303]]
[[0.08682327717542648], [0.026840325444936752], [-0.006771455518901348], [0.030290141701698303]]
[[0.08677854388952255], [0.02674112468957901], [-0.007091883569955826], [0.030191512778401375]]
[[0.08679894357919693], [0.026733987033367157], [-0.007099899463355541], [0.03019562177360058]]
[[0.08679822087287903], [0.026730945333838463], [-0.00711006298661232], [0.030193250626325607]]
[[0.08679796010255814], [0.026730209589004517], [-0.007111705839633942], [0.030192885547876358]]
[[0.08679784834384918], [0.02673013135790825], [-0.007111879996955395], [0.03019281104207039]]
[[0.08679784834384918], [0.02673013135790825], [-0.007111925166100264], [0.03019281104207039]]
[[0.08679784834384918], [0.02673013135790825], [-0.007111925166100264], [0.03019281104207039]]
[[0.08679784834384918], [0.02673013135790825], [-0.007111925166100264], [0.03019281104207039]]
[[0.08679784834384918], [0.02673013135790825], [-0.007111925166100264], [0.03019281104207039]]
[[0.08679784834384918], [0.02673013135790825], [-0.007111925166100264], [0.03019281104207039]]
[[0.08679784834384918], [0.02673013135790825], [-0.007111925166100264], [0.03019281104207039]]
[[0.08679784834384918], [0.02673013135790825], [-0.007111925166100264], [0.03019281104207039]]
[[0.08679784834384918], [0.02673013135790825], [-0.007111925166100264], [0.03019281104207039]]
[[0.08679784834384918], [0.02673013135790825], [-0.007111925166100264], [0.03019281104207039]]
[[0.08679784834384918], [0.02673013135790825], [-0.007111925166100264], [0.03019281104207039]]
[[0.08679784834384918], [0.02673013135790825], [-0.007111925166100264], [0.03019281104207039]]
