[[1.0], [1.0], [1.0], [1.0]]
[[0.37563270330429077], [0.3756657838821411], [0.37575769424438477], [0.37575769424438477]]
[[0.33456629514694214], [0.3337058126926422], [0.3335883915424347], [0.3339011073112488]]
[[0.33330366015434265], [0.3324296474456787], [0.33230915665626526], [0.33263111114501953]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
[[0.33326348662376404], [0.332389235496521], [0.33226847648620605], [0.33259066939353943]]
