[[1.0], [1.0], [1.0], [1.0]]
[[0.11406831443309784], [0.039842747151851654], [-0.09689567983150482], [0.05423928052186966]]
[[0.14786963164806366], [0.0390886589884758], [-0.1613588035106659], [0.05854782089591026]]
[[0.16040390729904175], [0.02968192659318447], [-0.18852870166301727], [0.05389850586652756]]
[[0.17678993940353394], [0.035863447934389114], [-0.18741530179977417], [0.06023428961634636]]
[[0.17931407690048218], [0.03450201451778412], [-0.19224432110786438], [0.058687884360551834]]
[[0.17961080372333527], [0.034652888774871826], [-0.19246406853199005], [0.05890525132417679]]
[[0.17954270541667938], [0.034481074661016464], [-0.1926792412996292], [0.058847054839134216]]
[[0.17955254018306732], [0.034470658749341965], [-0.19269971549510956], [0.05885086581110954]]
[[0.17956553399562836], [0.034476250410079956], [-0.19270728528499603], [0.058859407901763916]]
[[0.17956553399562836], [0.03447551280260086], [-0.19270728528499603], [0.058858659118413925]]
[[0.17956553399562836], [0.03447609022259712], [-0.19270728528499603], [0.05885915830731392]]
[[0.17956553399562836], [0.03447609022259712], [-0.19270728528499603], [0.05885915830731392]]
[[0.17956553399562836], [0.03447609022259712], [-0.19270728528499603], [0.05885915830731392]]
[[0.17956553399562836], [0.03447609022259712], [-0.19270728528499603], [0.05885915830731392]]
[[0.17956553399562836], [0.03447609022259712], [-0.19270728528499603], [0.05885915830731392]]
[[0.17956553399562836], [0.03447609022259712], [-0.19270728528499603], [0.05885915830731392]]
[[0.17956553399562836], [0.03447609022259712], [-0.19270728528499603], [0.05885915830731392]]
[[0.17956553399562836], [0.03447609022259712], [-0.19270728528499603], [0.05885915830731392]]
[[0.17956553399562836], [0.03447609022259712], [-0.19270728528499603], [0.05885915830731392]]
[[0.17956553399562836], [0.03447609022259712], [-0.19270728528499603], [0.05885915830731392]]
