[[1.0], [1.0], [1.0], [1.0]]
[[0.22773975133895874], [0.22529533505439758], [0.22358278930187225], [0.22549301385879517]]
[[0.14954522252082825], [0.14159992337226868], [0.1344946324825287], [0.1429559886455536]]
[[0.1442773938179016], [0.13570359349250793], [0.12799645960330963], [0.13714592158794403]]
[[0.14386782050132751], [0.1352570801973343], [0.12749527394771576], [0.13669823110103607]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
[[0.14384490251541138], [0.13523080945014954], [0.12746745347976685], [0.13667303323745728]]
