[[1.0], [1.0], [1.0], [1.0]]
[[0.7852253913879395], [0.7852253913879395], [0.7852253913879395], [0.7852253913879395]]
[[0.7108054161071777], [0.7108054161071777], [0.7108054161071777], [0.7108054161071777]]
[[0.6786916255950928], [0.6786916255950928], [0.6786916255950928], [0.6786916255950928]]
[[0.6730458736419678], [0.6730458736419678], [0.6730458736419678], [0.6730458736419678]]
[[0.6705508232116699], [0.6705510020256042], [0.6705508232116699], [0.6705517768859863]]
[[0.6700763702392578], [0.6700765490531921], [0.6700766086578369], [0.6700774431228638]]
[[0.6699237823486328], [0.6699239611625671], [0.6699240207672119], [0.6699248552322388]]
[[0.6699237823486328], [0.6699239611625671], [0.6699240207672119], [0.6699248552322388]]
[[0.6699237823486328], [0.6699239611625671], [0.6699240207672119], [0.6699248552322388]]
[[0.6699237823486328], [0.6699239611625671], [0.6699240207672119], [0.6699248552322388]]
[[0.6699237823486328], [0.6699239611625671], [0.6699240207672119], [0.6699248552322388]]
[[0.6699237823486328], [0.6699239611625671], [0.6699240207672119], [0.6699248552322388]]
[[0.6699237823486328], [0.6699239611625671], [0.6699240207672119], [0.6699248552322388]]
[[0.6699237823486328], [0.6699239611625671], [0.6699240207672119], [0.6699248552322388]]
[[0.6699237823486328], [0.6699239611625671], [0.6699240207672119], [0.6699248552322388]]
[[0.6699237823486328], [0.6699239611625671], [0.6699240207672119], [0.6699248552322388]]
[[0.6699237823486328], [0.6699239611625671], [0.6699240207672119], [0.6699248552322388]]
[[0.6699237823486328], [0.6699239611625671], [0.6699240207672119], [0.6699248552322388]]
[[0.6699237823486328], [0.6699239611625671], [0.6699240207672119], [0.6699248552322388]]
[[0.6699237823486328], [0.6699239611625671], [0.6699240207672119], [0.6699248552322388]]
