[[1.0], [1.0], [1.0], [1.0]]
[[0.0291685089468956], [-0.013285989873111248], [-0.11626516282558441], [-0.040559783577919006]]
[[0.039525341242551804], [-0.0175937507301569], [-0.14033135771751404], [-0.04567456990480423]]
[[0.040532682090997696], [-0.016819508746266365], [-0.14054137468338013], [-0.04508409649133682]]
[[0.04054880514740944], [-0.01681133173406124], [-0.14054302871227264], [-0.0450739748775959]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
[[0.040549587458372116], [-0.016810769215226173], [-0.14054302871227264], [-0.04507360979914665]]
