[[1.0], [1.0], [1.0], [1.0]]
[[0.07760021090507507], [0.021115349605679512], [-0.07853804528713226], [0.039033591747283936]]
[[0.09695320576429367], [0.025433385744690895], [-0.10830148309469223], [0.04719332978129387]]
[[0.09910628944635391], [0.02569306083023548], [-0.11042056977748871], [0.04766968637704849]]
[[0.0991712436079979], [0.02566216140985489], [-0.11069101840257645], [0.04765705391764641]]
[[0.09917352348566055], [0.02565634623169899], [-0.1107088178396225], [0.04765696823596954]]
[[0.09917352348566055], [0.025656256824731827], [-0.1107088178396225], [0.04765718802809715]]
[[0.09917352348566055], [0.025656256824731827], [-0.1107088178396225], [0.04765718802809715]]
[[0.09917352348566055], [0.025656256824731827], [-0.1107088178396225], [0.04765718802809715]]
[[0.09917352348566055], [0.025656256824731827], [-0.1107088178396225], [0.04765718802809715]]
[[0.09917352348566055], [0.025656256824731827], [-0.1107088178396225], [0.04765718802809715]]
[[0.09917352348566055], [0.025656256824731827], [-0.1107088178396225], [0.04765718802809715]]
[[0.09917352348566055], [0.025656256824731827], [-0.1107088178396225], [0.04765718802809715]]
[[0.09917352348566055], [0.025656256824731827], [-0.1107088178396225], [0.04765718802809715]]
[[0.09917352348566055], [0.025656256824731827], [-0.1107088178396225], [0.04765718802809715]]
[[0.09917352348566055], [0.025656256824731827], [-0.1107088178396225], [0.04765718802809715]]
[[0.09917352348566055], [0.025656256824731827], [-0.1107088178396225], [0.04765718802809715]]
[[0.09917352348566055], [0.025656256824731827], [-0.1107088178396225], [0.04765718802809715]]
[[0.09917352348566055], [0.025656256824731827], [-0.1107088178396225], [0.04765718802809715]]
[[0.09917352348566055], [0.025656256824731827], [-0.1107088178396225], [0.04765718802809715]]
[[0.09917352348566055], [0.025656256824731827], [-0.1107088178396225], [0.04765718802809715]]
