[[1.0], [1.0], [1.0], [1.0]]
[[0.9935179352760315], [0.9935179352760315], [0.9935179352760315], [0.9935179352760315]]
[[0.9931222200393677], [0.9931222200393677], [0.9931222200393677], [0.9931222200393677]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
[[0.9931095242500305], [0.9931095242500305], [0.9931095242500305], [0.9931095242500305]]
