[[1.0], [1.0], [1.0], [1.0]]
[[0.9895215034484863], [0.9895215034484863], [0.9895215034484863], [0.9895215034484863]]
[[0.9857070446014404], [0.9857070446014404], [0.9857070446014404], [0.9857070446014404]]
[[0.984070360660553], [0.984070360660553], [0.984070360660553], [0.984070360660553]]
[[0.9837880730628967], [0.9837880730628967], [0.9837880730628967], [0.9837880730628967]]
[[0.9836606383323669], [0.9836606383323669], [0.9836606383323669], [0.9836606383323669]]
[[0.983636200428009], [0.983636200428009], [0.983636200428009], [0.983636200428009]]
[[0.9836285710334778], [0.9836285710334778], [0.9836285710334778], [0.9836285710334778]]
[[0.9836285710334778], [0.9836285710334778], [0.9836285710334778], [0.9836285710334778]]
[[0.9836285710334778], [0.9836285710334778], [0.9836285710334778], [0.9836285710334778]]
[[0.9836285710334778], [0.9836285710334778], [0.9836285710334778], [0.9836285710334778]]
[[0.9836285710334778], [0.9836285710334778], [0.9836285710334778], [0.9836285710334778]]
[[0.9836285710334778], [0.9836285710334778], [0.9836285710334778], [0.9836285710334778]]
[[0.9836285710334778], [0.9836285710334778], [0.9836285710334778], [0.9836285710334778]]
[[0.9836285710334778], [0.9836285710334778], [0.9836285710334778], [0.9836285710334778]]
[[0.9836285710334778], [0.9836285710334778], [0.9836285710334778], [0.9836285710334778]]
[[0.9836285710334778], [0.9836285710334778], [0.9836285710334778], [0.9836285710334778]]
[[0.9836285710334778], [0.9836285710334778], [0.9836285710334778], [0.9836285710334778]]
[[0.9836285710334778], [0.9836285710334778], [0.9836285710334778], [0.9836285710334778]]
[[0.9836285710334778], [0.9836285710334778], [0.9836285710334778], [0.9836285710334778]]
[[0.9836285710334778], [0.9836285710334778], [0.9836285710334778], [0.9836285710334778]]
