[[1.0], [1.0], [1.0], [1.0]]
[[0.41765859723091125], [0.025489645078778267], [-0.28634339570999146], [-0.03252192959189415]]
[[0.4319486618041992], [0.010643315501511097], [-0.31976017355918884], [-0.04306347668170929]]
[[0.4325808584690094], [0.010057829320430756], [-0.32037168741226196], [-0.043021589517593384]]
[[0.4325845241546631], [0.01001560315489769], [-0.3204106092453003], [-0.043064460158348083]]
[[0.4325845241546631], [0.010016821324825287], [-0.3204106092453003], [-0.043064460158348083]]
[[0.4325845241546631], [0.010016821324825287], [-0.3204106092453003], [-0.043064460158348083]]
[[0.4325845241546631], [0.010016821324825287], [-0.3204106092453003], [-0.043064460158348083]]
[[0.4325845241546631], [0.010016821324825287], [-0.3204106092453003], [-0.043064460158348083]]
[[0.4325845241546631], [0.010016821324825287], [-0.3204106092453003], [-0.043064460158348083]]
[[0.4325845241546631], [0.010016821324825287], [-0.3204106092453003], [-0.043064460158348083]]
[[0.4325845241546631], [0.010016821324825287], [-0.3204106092453003], [-0.043064460158348083]]
[[0.4325845241546631], [0.010016821324825287], [-0.3204106092453003], [-0.043064460158348083]]
[[0.4325845241546631], [0.010016821324825287], [-0.3204106092453003], [-0.043064460158348083]]
[[0.4325845241546631], [0.010016821324825287], [-0.3204106092453003], [-0.043064460158348083]]
[[0.4325845241546631], [0.010016821324825287], [-0.3204106092453003], [-0.043064460158348083]]
[[0.4325845241546631], [0.010016821324825287], [-0.3204106092453003], [-0.043064460158348083]]
