[[1.0], [1.0], [1.0], [1.0]]
[[0.605434238910675], [0.08321124315261841], [-0.7130400538444519], [0.01961142010986805]]
[[0.627140462398529], [0.07194606214761734], [-0.7074754238128662], [0.052938103675842285]]
[[0.627651572227478], [0.07039905339479446], [-0.7093018293380737], [0.05292988568544388]]
[[0.6275777816772461], [0.07029826194047928], [-0.7093403935432434], [0.05285492539405823]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
[[0.6275777816772461], [0.07029659301042557], [-0.7093403935432434], [0.05285155400633812]]
