[[1.0], [1.0], [1.0], [1.0]]
[[0.9488067626953125], [0.9488067626953125], [0.9488067626953125], [0.9488067626953125]]
[[0.9312818050384521], [0.9312818050384521], [0.9312818050384521], [0.9312818050384521]]
[[0.9231100082397461], [0.9231100082397461], [0.9231100082397461], [0.9231100082397461]]
[[0.9216318130493164], [0.9216318130493164], [0.9216318130493164], [0.9216318130493164]]
[[0.9209737777709961], [0.9209737777709961], [0.9209737777709961], [0.9209737777709961]]
[[0.9208551645278931], [0.9208551645278931], [0.9208551645278931], [0.9208551645278931]]
[[0.9208170175552368], [0.9208170175552368], [0.9208170175552368], [0.9208170175552368]]
[[0.9208170175552368], [0.9208170175552368], [0.9208170175552368], [0.9208170175552368]]
[[0.9208170175552368], [0.9208170175552368], [0.9208170175552368], [0.9208170175552368]]
[[0.9208170175552368], [0.9208170175552368], [0.9208170175552368], [0.9208170175552368]]
[[0.9208170175552368], [0.9208170175552368], [0.9208170175552368], [0.9208170175552368]]
[[0.9208170175552368], [0.9208170175552368], [0.9208170175552368], [0.9208170175552368]]
[[0.9208170175552368], [0.9208170175552368], [0.9208170175552368], [0.9208170175552368]]
[[0.9208170175552368], [0.9208170175552368], [0.9208170175552368], [0.9208170175552368]]
[[0.9208170175552368], [0.9208170175552368], [0.9208170175552368], [0.9208170175552368]]
[[0.9208170175552368], [0.9208170175552368], [0.9208170175552368], [0.9208170175552368]]
[[0.9208170175552368], [0.9208170175552368], [0.9208170175552368], [0.9208170175552368]]
[[0.9208170175552368], [0.9208170175552368], [0.9208170175552368], [0.9208170175552368]]
[[0.9208170175552368], [0.9208170175552368], [0.9208170175552368], [0.9208170175552368]]
[[0.9208170175552368], [0.9208170175552368], [0.9208170175552368], [0.9208170175552368]]
