[[1.0], [1.0], [1.0], [1.0]]
[[0.8975982666015625], [0.8975982666015625], [0.8975982666015625], [0.8975982666015625]]
[[0.8600130081176758], [0.8600130081176758], [0.8600130081176758], [0.8600130081176758]]
[[0.8436458706855774], [0.8436458706855774], [0.8436458706855774], [0.8436458706855774]]
[[0.8409060835838318], [0.8409060835838318], [0.8409060835838318], [0.8409060835838318]]
[[0.8395818471908569], [0.8395818471908569], [0.8395818471908569], [0.8395818471908569]]
[[0.8393594026565552], [0.8393594026565552], [0.8393594026565552], [0.8393594026565552]]
[[0.8392547369003296], [0.8392547369003296], [0.8392547369003296], [0.8392547369003296]]
[[0.8392384052276611], [0.8392384052276611], [0.8392384052276611], [0.8392384052276611]]
[[0.8392307758331299], [0.8392307758331299], [0.8392307758331299], [0.8392307758331299]]
[[0.8392307758331299], [0.8392307758331299], [0.8392307758331299], [0.8392307758331299]]
[[0.8392307758331299], [0.8392307758331299], [0.8392307758331299], [0.8392307758331299]]
[[0.8392307758331299], [0.8392307758331299], [0.8392307758331299], [0.8392307758331299]]
[[0.8392307758331299], [0.8392307758331299], [0.8392307758331299], [0.8392307758331299]]
[[0.8392307758331299], [0.8392307758331299], [0.8392307758331299], [0.8392307758331299]]
[[0.8392307758331299], [0.8392307758331299], [0.8392307758331299], [0.8392307758331299]]
[[0.8392307758331299], [0.8392307758331299], [0.8392307758331299], [0.8392307758331299]]
[[0.8392307758331299], [0.8392307758331299], [0.8392307758331299], [0.8392307758331299]]
[[0.8392307758331299], [0.8392307758331299], [0.8392307758331299], [0.8392307758331299]]
[[0.8392307758331299], [0.8392307758331299], [0.8392307758331299], [0.8392307758331299]]
[[0.8392307758331299], [0.8392307758331299], [0.8392307758331299], [0.8392307758331299]]
