[[1.0], [1.0], [1.0], [1.0]]
[[0.36294978857040405], [-0.11683520674705505], [-0.33699721097946167], [0.1357491910457611]]
[[0.48303696513175964], [-0.15392079949378967], [-0.48276084661483765], [0.13767552375793457]]
[[0.5342532396316528], [-0.13157518208026886], [-0.5210162997245789], [0.15873463451862335]]
[[0.5147480368614197], [-0.15929703414440155], [-0.5468546152114868], [0.1395350694656372]]
[[0.5217671990394592], [-0.15863752365112305], [-0.5445730686187744], [0.14574936032295227]]
[[0.5181757807731628], [-0.16313087940216064], [-0.5494148135185242], [0.1416780799627304]]
[[0.517776370048523], [-0.16402240097522736], [-0.5501890182495117], [0.14123883843421936]]
[[0.5177295804023743], [-0.16411826014518738], [-0.5502476096153259], [0.14122089743614197]]
[[0.5179360508918762], [-0.1639976054430008], [-0.5501769781112671], [0.1413271427154541]]
[[0.5179144144058228], [-0.1640184223651886], [-0.5501972436904907], [0.1413131207227707]]
[[0.5179144144058228], [-0.16402454674243927], [-0.5501972436904907], [0.14130938053131104]]
[[0.5179144144058228], [-0.16402454674243927], [-0.5501972436904907], [0.14130938053131104]]
[[0.5179144144058228], [-0.16402454674243927], [-0.5501972436904907], [0.14130938053131104]]
[[0.5179144144058228], [-0.16402454674243927], [-0.5501972436904907], [0.14130938053131104]]
[[0.5179144144058228], [-0.16402454674243927], [-0.5501972436904907], [0.14130938053131104]]
[[0.5179144144058228], [-0.16402454674243927], [-0.5501972436904907], [0.14130938053131104]]
[[0.5179144144058228], [-0.16402454674243927], [-0.5501972436904907], [0.14130938053131104]]
[[0.5179144144058228], [-0.16402454674243927], [-0.5501972436904907], [0.14130938053131104]]
[[0.5179144144058228], [-0.16402454674243927], [-0.5501972436904907], [0.14130938053131104]]
[[0.5179144144058228], [-0.16402454674243927], [-0.5501972436904907], [0.14130938053131104]]
