[[1.0], [1.0], [1.0], [1.0]]
[[0.9353111982345581], [0.9353111982345581], [0.9353111982345581], [0.9353111982345581]]
[[0.9312926530838013], [0.9312926530838013], [0.9312926530838013], [0.9312926530838013]]
[[0.931163489818573], [0.931163489818573], [0.931163489818573], [0.931163489818573]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
[[0.9311597943305969], [0.9311597943305969], [0.9311597943305969], [0.9311597943305969]]
