[[1.0], [1.0], [1.0], [1.0]]
[[0.4123978316783905], [-0.19063258171081543], [-0.5696768164634705], [0.22317121922969818]]
[[0.5873292684555054], [-0.23299281299114227], [-0.6324982643127441], [0.2689373195171356]]
[[0.6033187508583069], [-0.2253134697675705], [-0.629633903503418], [0.27637821435928345]]
[[0.6021357774734497], [-0.22740496695041656], [-0.6319880485534668], [0.2744526267051697]]
[[0.6021013259887695], [-0.22748878598213196], [-0.6320712566375732], [0.27440109848976135]]
[[0.6021013259887695], [-0.2274908572435379], [-0.6320712566375732], [0.2743954658508301]]
[[0.6021013259887695], [-0.2274908572435379], [-0.6320712566375732], [0.2743954658508301]]
[[0.6021013259887695], [-0.2274908572435379], [-0.6320712566375732], [0.2743954658508301]]
[[0.6021013259887695], [-0.2274908572435379], [-0.6320712566375732], [0.2743954658508301]]
[[0.6021013259887695], [-0.2274908572435379], [-0.6320712566375732], [0.2743954658508301]]
[[0.6021013259887695], [-0.2274908572435379], [-0.6320712566375732], [0.2743954658508301]]
[[0.6021013259887695], [-0.2274908572435379], [-0.6320712566375732], [0.2743954658508301]]
[[0.6021013259887695], [-0.2274908572435379], [-0.6320712566375732], [0.2743954658508301]]
[[0.6021013259887695], [-0.2274908572435379], [-0.6320712566375732], [0.2743954658508301]]
[[0.6021013259887695], [-0.2274908572435379], [-0.6320712566375732], [0.2743954658508301]]
[[0.6021013259887695], [-0.2274908572435379], [-0.6320712566375732], [0.2743954658508301]]
[[0.6021013259887695], [-0.2274908572435379], [-0.6320712566375732], [0.2743954658508301]]
