[[1.0], [1.0], [1.0], [1.0]]
[[0.3439350426197052], [-0.026958316564559937], [-0.30454501509666443], [-0.03266321122646332]]
[[0.3958437740802765], [-0.04026041924953461], [-0.3697904348373413], [-0.03757832571864128]]
[[0.39633139967918396], [-0.040124714374542236], [-0.3688361644744873], [-0.03533916175365448]]
[[0.39634209871292114], [-0.04013163968920708], [-0.3688037097454071], [-0.03527718037366867]]
[[0.39634209871292114], [-0.04013052582740784], [-0.3688037097454071], [-0.0352754145860672]]
[[0.39634209871292114], [-0.04013052582740784], [-0.3688037097454071], [-0.0352754145860672]]
[[0.39634209871292114], [-0.04013052582740784], [-0.3688037097454071], [-0.0352754145860672]]
[[0.39634209871292114], [-0.04013052582740784], [-0.3688037097454071], [-0.0352754145860672]]
[[0.39634209871292114], [-0.04013052582740784], [-0.3688037097454071], [-0.0352754145860672]]
[[0.39634209871292114], [-0.04013052582740784], [-0.3688037097454071], [-0.0352754145860672]]
[[0.39634209871292114], [-0.04013052582740784], [-0.3688037097454071], [-0.0352754145860672]]
[[0.39634209871292114], [-0.04013052582740784], [-0.3688037097454071], [-0.0352754145860672]]
[[0.39634209871292114], [-0.04013052582740784], [-0.3688037097454071], [-0.0352754145860672]]
[[0.39634209871292114], [-0.04013052582740784], [-0.3688037097454071], [-0.0352754145860672]]
[[0.39634209871292114], [-0.04013052582740784], [-0.3688037097454071], [-0.0352754145860672]]
[[0.39634209871292114], [-0.04013052582740784], [-0.3688037097454071], [-0.0352754145860672]]
[[0.39634209871292114], [-0.04013052582740784], [-0.3688037097454071], [-0.0352754145860672]]
[[0.39634209871292114], [-0.04013052582740784], [-0.3688037097454071], [-0.0352754145860672]]
[[0.39634209871292114], [-0.04013052582740784], [-0.3688037097454071], [-0.0352754145860672]]
