[[1.0], [1.0], [1.0], [1.0]]
[[0.7285253405570984], [-0.5353911519050598], [-0.7439084649085999], [0.47852271795272827]]
[[1.074813961982727], [-0.5093486905097961], [-1.0436640977859497], [0.48013418912887573]]
[[1.0625020265579224], [-0.5132426023483276], [-1.0513094663619995], [0.4682629406452179]]
[[1.0630443096160889], [-0.5128253102302551], [-1.0508428812026978], [0.4688926637172699]]
[[1.0630443096160889], [-0.5128238201141357], [-1.0508428812026978], [0.468898743391037]]
[[1.0630443096160889], [-0.5128238201141357], [-1.0508428812026978], [0.468898743391037]]
[[1.0630443096160889], [-0.5128238201141357], [-1.0508428812026978], [0.468898743391037]]
[[1.0630443096160889], [-0.5128238201141357], [-1.0508428812026978], [0.468898743391037]]
[[1.0630443096160889], [-0.5128238201141357], [-1.0508428812026978], [0.468898743391037]]
[[1.0630443096160889], [-0.5128238201141357], [-1.0508428812026978], [0.468898743391037]]
[[1.0630443096160889], [-0.5128238201141357], [-1.0508428812026978], [0.468898743391037]]
[[1.0630443096160889], [-0.5128238201141357], [-1.0508428812026978], [0.468898743391037]]
[[1.0630443096160889], [-0.5128238201141357], [-1.0508428812026978], [0.468898743391037]]
[[1.0630443096160889], [-0.5128238201141357], [-1.0508428812026978], [0.468898743391037]]
[[1.0630443096160889], [-0.5128238201141357], [-1.0508428812026978], [0.468898743391037]]
[[1.0630443096160889], [-0.5128238201141357], [-1.0508428812026978], [0.468898743391037]]
