[[1.0], [1.0], [1.0], [1.0]]
[[0.2446858286857605], [0.2365591824054718], [0.23696653544902802], [0.23871919512748718]]
[[0.16795974969863892], [0.14891240000724792], [0.1472318470478058], [0.15644943714141846]]
[[0.1631714105606079], [0.1433747559785843], [0.14138340950012207], [0.1508370041847229]]
[[0.16273027658462524], [0.14288336038589478], [0.14085248112678528], [0.1503773033618927]]
[[0.16269755363464355], [0.14284709095954895], [0.14081241190433502], [0.15034055709838867]]
[[0.16269457340240479], [0.14284376800060272], [0.14080888032913208], [0.150337353348732]]
[[0.16269457340240479], [0.14284376800060272], [0.14080888032913208], [0.150337353348732]]
[[0.16269457340240479], [0.14284376800060272], [0.14080888032913208], [0.150337353348732]]
[[0.16269457340240479], [0.14284376800060272], [0.14080888032913208], [0.150337353348732]]
[[0.16269457340240479], [0.14284376800060272], [0.14080888032913208], [0.150337353348732]]
[[0.16269457340240479], [0.14284376800060272], [0.14080888032913208], [0.150337353348732]]
[[0.16269457340240479], [0.14284376800060272], [0.14080888032913208], [0.150337353348732]]
[[0.16269457340240479], [0.14284376800060272], [0.14080888032913208], [0.150337353348732]]
[[0.16269457340240479], [0.14284376800060272], [0.14080888032913208], [0.150337353348732]]
[[0.16269457340240479], [0.14284376800060272], [0.14080888032913208], [0.150337353348732]]
[[0.16269457340240479], [0.14284376800060272], [0.14080888032913208], [0.150337353348732]]
[[0.16269457340240479], [0.14284376800060272], [0.14080888032913208], [0.150337353348732]]
[[0.16269457340240479], [0.14284376800060272], [0.14080888032913208], [0.150337353348732]]
[[0.16269457340240479], [0.14284376800060272], [0.14080888032913208], [0.150337353348732]]
[[0.16269457340240479], [0.14284376800060272], [0.14080888032913208], [0.150337353348732]]
