[[1.0], [1.0], [1.0], [1.0]]
[[0.8664778470993042], [0.8664778470993042], [0.8664778470993042], [0.8664778470993042]]
[[0.7997963428497314], [0.7997963428497314], [0.7997963428497314], [0.7997963428497314]]
[[0.7639977931976318], [0.7639977931976318], [0.7639977931976318], [0.7639977931976318]]
[[0.7472876310348511], [0.7472876310348511], [0.7472876310348511], [0.7472876310348511]]
[[0.7345799207687378], [0.7345799207687378], [0.7345799207687378], [0.7345799207687378]]
[[0.7324180603027344], [0.7324180603027344], [0.7324180603027344], [0.7324180603027344]]
[[0.7312289476394653], [0.7312289476394653], [0.7312289476394653], [0.7312289476394653]]
[[0.7307515144348145], [0.7307515144348145], [0.7307515144348145], [0.7307515144348145]]
[[0.7302663326263428], [0.7302663326263428], [0.7302663326263428], [0.7302663326263428]]
[[0.7302663326263428], [0.7302663326263428], [0.7302663326263428], [0.7302663326263428]]
[[0.7302663326263428], [0.7302663326263428], [0.7302663326263428], [0.7302663326263428]]
[[0.7302663326263428], [0.7302663326263428], [0.7302663326263428], [0.7302663326263428]]
[[0.7302663326263428], [0.7302663326263428], [0.7302663326263428], [0.7302663326263428]]
[[0.7302663326263428], [0.7302663326263428], [0.7302663326263428], [0.7302663326263428]]
[[0.7302663326263428], [0.7302663326263428], [0.7302663326263428], [0.7302663326263428]]
[[0.7302663326263428], [0.7302663326263428], [0.7302663326263428], [0.7302663326263428]]
[[0.7302663326263428], [0.7302663326263428], [0.7302663326263428], [0.7302663326263428]]
[[0.7302663326263428], [0.7302663326263428], [0.7302663326263428], [0.7302663326263428]]
[[0.7302663326263428], [0.7302663326263428], [0.7302663326263428], [0.7302663326263428]]
[[0.7302663326263428], [0.7302663326263428], [0.7302663326263428], [0.7302663326263428]]
