[[1.0], [1.0], [1.0], [1.0]]
[[0.12095247209072113], [0.019409596920013428], [-0.09370593726634979], [0.05191096290946007]]
[[0.1455705761909485], [0.024235829710960388], [-0.12170340865850449], [0.054376453161239624]]
[[0.1607435792684555], [0.027267061173915863], [-0.13800764083862305], [0.053979430347681046]]
[[0.16287358105182648], [0.027608372271060944], [-0.13992568850517273], [0.05445259064435959]]
[[0.16312725841999054], [0.027641767635941505], [-0.14033837616443634], [0.05457701534032822]]
[[0.1631939560174942], [0.027645068243145943], [-0.14037935435771942], [0.0545848086476326]]
[[0.16320198774337769], [0.027632424607872963], [-0.14040495455265045], [0.05457700043916702]]
[[0.16320198774337769], [0.027632910758256912], [-0.14040495455265045], [0.054577864706516266]]
[[0.16320198774337769], [0.027632948011159897], [-0.14040495455265045], [0.054577864706516266]]
[[0.16320198774337769], [0.027632948011159897], [-0.14040495455265045], [0.054577864706516266]]
[[0.16320198774337769], [0.027632948011159897], [-0.14040495455265045], [0.054577864706516266]]
[[0.16320198774337769], [0.027632948011159897], [-0.14040495455265045], [0.054577864706516266]]
[[0.16320198774337769], [0.027632948011159897], [-0.14040495455265045], [0.054577864706516266]]
[[0.16320198774337769], [0.027632948011159897], [-0.14040495455265045], [0.054577864706516266]]
[[0.16320198774337769], [0.027632948011159897], [-0.14040495455265045], [0.054577864706516266]]
[[0.16320198774337769], [0.027632948011159897], [-0.14040495455265045], [0.054577864706516266]]
[[0.16320198774337769], [0.027632948011159897], [-0.14040495455265045], [0.054577864706516266]]
[[0.16320198774337769], [0.027632948011159897], [-0.14040495455265045], [0.054577864706516266]]
[[0.16320198774337769], [0.027632948011159897], [-0.14040495455265045], [0.054577864706516266]]
[[0.16320198774337769], [0.027632948011159897], [-0.14040495455265045], [0.054577864706516266]]
