[[1.0], [1.0], [1.0], [1.0]]
[[0.9911482930183411], [0.9911482930183411], [0.9911482930183411], [0.9911482930183411]]
[[0.988834798336029], [0.988834798336029], [0.988834798336029], [0.988834798336029]]
[[0.9884207248687744], [0.9884207248687744], [0.9884207248687744], [0.9884207248687744]]
[[0.9883584976196289], [0.9883584976196289], [0.9883584976196289], [0.9883584976196289]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
[[0.988349974155426], [0.988349974155426], [0.988349974155426], [0.988349974155426]]
