[[1.0], [1.0], [1.0], [1.0]]
[[0.08228900283575058], [0.02067659981548786], [-0.04667907580733299], [0.03413262963294983]]
[[0.09363701194524765], [0.021156026050448418], [-0.062300585210323334], [0.03442423790693283]]
[[0.09387663751840591], [0.021198999136686325], [-0.06274672597646713], [0.03452739119529724]]
[[0.09389244765043259], [0.021206725388765335], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
[[0.09389244765043259], [0.021206524223089218], [-0.06275254487991333], [0.03453346714377403]]
