[[1.0], [1.0], [1.0], [1.0]]
[[0.9782940745353699], [-0.17527145147323608], [-0.8860927820205688], [0.20905497670173645]]
[[0.6983833312988281], [-0.3507845401763916], [-0.7599344849586487], [0.36960896849632263]]
[[0.7182233333587646], [-0.3243016302585602], [-0.7943137884140015], [0.3856082856655121]]
[[0.7192097902297974], [-0.344531774520874], [-0.8215128779411316], [0.37284034490585327]]
[[0.7216659784317017], [-0.3456893265247345], [-0.8252066373825073], [0.37197256088256836]]
[[0.7226340174674988], [-0.3449361324310303], [-0.8241232633590698], [0.37301698327064514]]
[[0.7225785851478577], [-0.34506258368492126], [-0.8243263959884644], [0.3728819489479065]]
[[0.722614049911499], [-0.3450285494327545], [-0.8243140578269958], [0.3729099929332733]]
[[0.722614049911499], [-0.34501925110816956], [-0.8243140578269958], [0.37291786074638367]]
[[0.722614049911499], [-0.34501925110816956], [-0.8243140578269958], [0.37291786074638367]]
[[0.722614049911499], [-0.34501925110816956], [-0.8243140578269958], [0.37291786074638367]]
[[0.722614049911499], [-0.34501925110816956], [-0.8243140578269958], [0.37291786074638367]]
[[0.722614049911499], [-0.34501925110816956], [-0.8243140578269958], [0.37291786074638367]]
[[0.722614049911499], [-0.34501925110816956], [-0.8243140578269958], [0.37291786074638367]]
[[0.722614049911499], [-0.34501925110816956], [-0.8243140578269958], [0.37291786074638367]]
[[0.722614049911499], [-0.34501925110816956], [-0.8243140578269958], [0.37291786074638367]]
[[0.722614049911499], [-0.34501925110816956], [-0.8243140578269958], [0.37291786074638367]]
[[0.722614049911499], [-0.34501925110816956], [-0.8243140578269958], [0.37291786074638367]]
