[[1.0], [1.0], [1.0], [1.0]]
[[1.1560355424880981], [-0.5291445851325989], [-0.6675765514373779], [0.4039515256881714]]
[[1.0548988580703735], [-0.6560766696929932], [-1.0308411121368408], [0.6308602094650269]]
[[1.1543457508087158], [-0.6579360961914062], [-1.0870710611343384], [0.6720951199531555]]
[[1.1109615564346313], [-0.6990712881088257], [-1.1028605699539185], [0.6587191820144653]]
[[1.1183193922042847], [-0.6929922699928284], [-1.102484107017517], [0.6616978645324707]]
[[1.1171586513519287], [-0.694769561290741], [-1.1049385070800781], [0.6598128080368042]]
[[1.1169475317001343], [-0.6950137615203857], [-1.1052147150039673], [0.6596460342407227]]
[[1.1168721914291382], [-0.6950953006744385], [-1.1052550077438354], [0.6595889329910278]]
[[1.1168721914291382], [-0.6950953006744385], [-1.1052550077438354], [0.6595889329910278]]
[[1.1168721914291382], [-0.6950953006744385], [-1.1052550077438354], [0.6595889329910278]]
[[1.1168721914291382], [-0.6950953006744385], [-1.1052550077438354], [0.6595889329910278]]
[[1.1168721914291382], [-0.6950953006744385], [-1.1052550077438354], [0.6595889329910278]]
[[1.1168721914291382], [-0.6950953006744385], [-1.1052550077438354], [0.6595889329910278]]
[[1.1168721914291382], [-0.6950953006744385], [-1.1052550077438354], [0.6595889329910278]]
[[1.1168721914291382], [-0.6950953006744385], [-1.1052550077438354], [0.6595889329910278]]
[[1.1168721914291382], [-0.6950953006744385], [-1.1052550077438354], [0.6595889329910278]]
[[1.1168721914291382], [-0.6950953006744385], [-1.1052550077438354], [0.6595889329910278]]
