[[1.0], [1.0], [1.0], [1.0]]
[[0.9317371845245361], [0.9317371845245361], [0.9317371845245361], [0.9317371845245361]]
[[0.9214130640029907], [0.9214130640029907], [0.9214130640029907], [0.9214130640029907]]
[[0.920615553855896], [0.920615553855896], [0.920615553855896], [0.920615553855896]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
[[0.920581579208374], [0.920581579208374], [0.920581579208374], [0.920581579208374]]
