[[1.0], [1.0], [1.0], [1.0]]
[[0.9855476021766663], [0.9855476021766663], [0.9855476021766663], [0.9855476021766663]]
[[0.978879451751709], [0.978879451751709], [0.978879451751709], [0.978879451751709]]
[[0.9754998683929443], [0.9754998683929443], [0.9754998683929443], [0.9754998683929443]]
[[0.9738288521766663], [0.9738288521766663], [0.9738288521766663], [0.9738288521766663]]
[[0.972587525844574], [0.972587525844574], [0.972587525844574], [0.972587525844574]]
[[0.9723806381225586], [0.9723806381225586], [0.9723806381225586], [0.9723806381225586]]
[[0.9722729921340942], [0.9722729921340942], [0.9722729921340942], [0.9722729921340942]]
[[0.9722252488136292], [0.9722252488136292], [0.9722252488136292], [0.9722252488136292]]
[[0.9721754789352417], [0.9721754789352417], [0.9721754789352417], [0.9721754789352417]]
[[0.9721754789352417], [0.9721754789352417], [0.9721754789352417], [0.9721754789352417]]
[[0.9721754789352417], [0.9721754789352417], [0.9721754789352417], [0.9721754789352417]]
[[0.9721754789352417], [0.9721754789352417], [0.9721754789352417], [0.9721754789352417]]
[[0.9721754789352417], [0.9721754789352417], [0.9721754789352417], [0.9721754789352417]]
[[0.9721754789352417], [0.9721754789352417], [0.9721754789352417], [0.9721754789352417]]
[[0.9721754789352417], [0.9721754789352417], [0.9721754789352417], [0.9721754789352417]]
[[0.9721754789352417], [0.9721754789352417], [0.9721754789352417], [0.9721754789352417]]
[[0.9721754789352417], [0.9721754789352417], [0.9721754789352417], [0.9721754789352417]]
[[0.9721754789352417], [0.9721754789352417], [0.9721754789352417], [0.9721754789352417]]
[[0.9721754789352417], [0.9721754789352417], [0.9721754789352417], [0.9721754789352417]]
[[0.9721754789352417], [0.9721754789352417], [0.9721754789352417], [0.9721754789352417]]
