[[1.0], [1.0], [1.0], [1.0]]
[[0.79248046875], [0.79248046875], [0.79248046875], [0.79248046875]]
[[0.7028601169586182], [0.7028601169586182], [0.7028601169586182], [0.7028601169586182]]
[[0.6708273887634277], [0.6708166599273682], [0.6708166599273682], [0.6708166599273682]]
[[0.6600306034088135], [0.6600198745727539], [0.6600198745727539], [0.6600198745727539]]
[[0.6565794944763184], [0.6565687656402588], [0.6565687656402588], [0.6565687656402588]]
[[0.6554691791534424], [0.6554580926895142], [0.6554580926895142], [0.6554584503173828]]
[[0.6550617218017578], [0.6550505757331848], [0.65505051612854], [0.6550509929656982]]
[[0.6550617218017578], [0.6550505757331848], [0.65505051612854], [0.6550509929656982]]
[[0.6550617218017578], [0.6550505757331848], [0.65505051612854], [0.6550509929656982]]
[[0.6550617218017578], [0.6550505757331848], [0.65505051612854], [0.6550509929656982]]
[[0.6550617218017578], [0.6550505757331848], [0.65505051612854], [0.6550509929656982]]
[[0.6550617218017578], [0.6550505757331848], [0.65505051612854], [0.6550509929656982]]
[[0.6550617218017578], [0.6550505757331848], [0.65505051612854], [0.6550509929656982]]
[[0.6550617218017578], [0.6550505757331848], [0.65505051612854], [0.6550509929656982]]
[[0.6550617218017578], [0.6550505757331848], [0.65505051612854], [0.6550509929656982]]
[[0.6550617218017578], [0.6550505757331848], [0.65505051612854], [0.6550509929656982]]
[[0.6550617218017578], [0.6550505757331848], [0.65505051612854], [0.6550509929656982]]
[[0.6550617218017578], [0.6550505757331848], [0.65505051612854], [0.6550509929656982]]
[[0.6550617218017578], [0.6550505757331848], [0.65505051612854], [0.6550509929656982]]
[[0.6550617218017578], [0.6550505757331848], [0.65505051612854], [0.6550509929656982]]
