[[0.13622629642486572], [0.8659189939498901], [0.41300928592681885], [0.8916399478912354]]
[[-0.041476503014564514], [0.24515333771705627], [-0.6621240973472595], [0.14075705409049988]]
[[0.1850953847169876], [0.188146710395813], [-0.709794819355011], [0.1464802771806717]]
[[0.2814185321331024], [0.18575099110603333], [-0.7100066542625427], [0.16949789226055145]]
[[0.3040861487388611], [0.18404515087604523], [-0.7143312096595764], [0.1706230640411377]]
[[0.3088572919368744], [0.17731358110904694], [-0.7213079929351807], [0.16758042573928833]]
[[0.3076089322566986], [0.1749311089515686], [-0.7229771018028259], [0.16582103073596954]]
[[0.30779483914375305], [0.17459219694137573], [-0.7235540151596069], [0.1656694859266281]]
[[0.30795252323150635], [0.17458562552928925], [-0.723548173904419], [0.16567526757717133]]
[[0.30798056721687317], [0.17455510795116425], [-0.7235931158065796], [0.16566243767738342]]
[[0.3079637587070465], [0.17453591525554657], [-0.7236272096633911], [0.1656440645456314]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
[[0.3079637587070465], [0.17453551292419434], [-0.7236272096633911], [0.16564391553401947]]
