[[0.4387909173965454], [0.6864744424819946], [0.009134888648986816], [1.0658011436462402]]
[[0.47271525859832764], [-0.03643346577882767], [-0.8188602924346924], [0.2538911998271942]]
[[0.6186102628707886], [-0.08619306236505508], [-0.8013353943824768], [0.3210848569869995]]
[[0.589697003364563], [-0.1539698839187622], [-0.8107458353042603], [0.32927238941192627]]
[[0.5947561860084534], [-0.15423664450645447], [-0.8055705428123474], [0.33191969990730286]]
[[0.6022074818611145], [-0.1499837189912796], [-0.8013772964477539], [0.33764323592185974]]
[[0.602496325969696], [-0.1498405933380127], [-0.8013421297073364], [0.337778240442276]]
[[0.6025698781013489], [-0.14982415735721588], [-0.8012917041778564], [0.3378461003303528]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
[[0.6025698781013489], [-0.1498078852891922], [-0.8012917041778564], [0.33788031339645386]]
