[[0.581317663192749], [0.3355039358139038], [0.12494635581970215], [0.7645840644836426]]
[[0.5746335983276367], [0.3288198709487915], [0.11827223747968674], [0.7578999996185303]]
[[0.5706064105033875], [0.3247472941875458], [0.11420373618602753], [0.7538617849349976]]
[[0.5682192444801331], [0.3223601281642914], [0.11179667711257935], [0.7514746189117432]]
[[0.5667912364006042], [0.32092997431755066], [0.11035443097352982], [0.750042736530304]]
[[0.565342903137207], [0.3195209503173828], [0.10895629972219467], [0.7485910654067993]]
[[0.5650250911712646], [0.3192026615142822], [0.10864795744419098], [0.7482727766036987]]
[[0.5648626089096069], [0.3189992606639862], [0.10845500975847244], [0.7481101155281067]]
[[0.5647817254066467], [0.3188778758049011], [0.10834313929080963], [0.7480288743972778]]
[[0.5646220445632935], [0.3187577426433563], [0.10823298990726471], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10821309685707092], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.1082029640674591], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10819211602210999], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
[[0.5646220445632935], [0.31871795654296875], [0.10818175971508026], [0.7478688359260559]]
