[[0.7717366218566895], [0.6766291856765747], [0.7780499458312988], [0.6723871231079102]]
[[0.19281357526779175], [-0.08611437678337097], [-0.1900402009487152], [-0.01990184374153614]]
[[0.2608602046966553], [-0.06515785306692123], [-0.3186720311641693], [-0.013692932203412056]]
[[0.2936970889568329], [-0.05211353302001953], [-0.3417337238788605], [-0.002182152820751071]]
[[0.297868937253952], [-0.050871461629867554], [-0.34296783804893494], [-0.000665822415612638]]
[[0.2997649013996124], [-0.049540143460035324], [-0.3426910638809204], [0.0006893419777043164]]
[[0.29998424649238586], [-0.04938730597496033], [-0.34258705377578735], [0.0008756410097703338]]
[[0.3000496029853821], [-0.04932824894785881], [-0.34253063797950745], [0.0009507158538326621]]
[[0.300059050321579], [-0.049322836101055145], [-0.34252816438674927], [0.0009574709110893309]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009580925107002258]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009583521168678999]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
[[0.300059050321579], [-0.04932248219847679], [-0.34252816438674927], [0.0009584224317222834]]
