[[0.10282206535339355], [0.25929558277130127], [0.21062207221984863], [0.36791205406188965]]
[[0.09583990275859833], [0.2520292103290558], [0.20324555039405823], [0.36073580384254456]]
[[0.09490260481834412], [0.251034677028656], [0.20225000381469727], [0.35973963141441345]]
[[0.09483862668275833], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
[[0.09483368694782257], [0.2509622871875763], [0.20218443870544434], [0.35966649651527405]]
