[[-0.6679822206497192], [0.962214469909668], [-0.8066588044166565], [-0.029275059700012207]]
[[0.9019936919212341], [-0.43069595098495483], [-0.9543576836585999], [0.5880346894264221]]
[[0.9092081785202026], [-0.3062233030796051], [-0.9330236911773682], [0.3015938103199005]]
[[1.1729660034179688], [-0.6809176206588745], [-1.1939810514450073], [0.622922956943512]]
[[0.960558295249939], [-0.6610961556434631], [-1.1004868745803833], [0.7129914164543152]]
[[1.0117135047912598], [-0.5455617308616638], [-1.0824017524719238], [0.5813090205192566]]
[[0.7446003556251526], [-0.5862188339233398], [-0.6662367582321167], [0.512190580368042]]
[[0.8345964550971985], [-0.5889743566513062], [-0.8639460802078247], [0.6932138204574585]]
[[0.7842695713043213], [-0.4386551082134247], [-1.0842013359069824], [0.7228052616119385]]
[[0.9780941605567932], [-0.5278569459915161], [-0.9326828122138977], [0.49252521991729736]]
